"year","state","sector","source","carbdiox_millmtrcton"
2007,"louisiana","All","Coal",23.6
2007,"louisiana","All","Petroleum Products",130
2007,"louisiana","All","Natural Gas",73.9
2007,"louisiana","All","All",227.5
2008,"louisiana","Residential","Coal",0
2008,"louisiana","Residential","Petroleum Products",0.2
2008,"louisiana","Residential","Natural Gas",2
2008,"louisiana","Residential","All",2.2
2008,"louisiana","Commercial","Coal",0
2008,"louisiana","Commercial","Petroleum Products",0.3
2008,"louisiana","Commercial","Natural Gas",1.3
2008,"louisiana","Commercial","All",1.6
2008,"louisiana","Industrial","Coal",0.2
2008,"louisiana","Industrial","Petroleum Products",87.2
2008,"louisiana","Industrial","Natural Gas",51.5
2008,"louisiana","Industrial","All",138.9
2008,"louisiana","Transportation","Coal",0
2008,"louisiana","Transportation","Petroleum Products",44.6
2008,"louisiana","Transportation","Natural Gas",2.9
2008,"louisiana","Transportation","All",47.5
2008,"louisiana","Electric Power","Coal",24.6
2008,"louisiana","Electric Power","Petroleum Products",2.2
2008,"louisiana","Electric Power","Natural Gas",12.9
2008,"louisiana","Electric Power","All",39.8
2008,"louisiana","All","Coal",24.8
2008,"louisiana","All","Petroleum Products",134.5
2008,"louisiana","All","Natural Gas",70.7
2008,"louisiana","All","All",230
2009,"louisiana","Residential","Coal",0
2009,"louisiana","Residential","Petroleum Products",0.2
2009,"louisiana","Residential","Natural Gas",2
2009,"louisiana","Residential","All",2.2
2009,"louisiana","Commercial","Coal",0
2009,"louisiana","Commercial","Petroleum Products",0.7
2009,"louisiana","Commercial","Natural Gas",1.3
2009,"louisiana","Commercial","All",2
2009,"louisiana","Industrial","Coal",0
2009,"louisiana","Industrial","Petroleum Products",76.3
2009,"louisiana","Industrial","Natural Gas",49.8
2009,"louisiana","Industrial","All",126.1
2009,"louisiana","Transportation","Coal",0
2009,"louisiana","Transportation","Petroleum Products",44
2009,"louisiana","Transportation","Natural Gas",2.7
2009,"louisiana","Transportation","All",46.7
2009,"louisiana","Electric Power","Coal",23.8
2009,"louisiana","Electric Power","Petroleum Products",1.7
2009,"louisiana","Electric Power","Natural Gas",12.2
2009,"louisiana","Electric Power","All",37.7
2009,"louisiana","All","Coal",23.8
2009,"louisiana","All","Petroleum Products",122.9
2009,"louisiana","All","Natural Gas",68
2009,"louisiana","All","All",214.7
2010,"louisiana","Residential","Coal",0
2010,"louisiana","Residential","Petroleum Products",0.2
2010,"louisiana","Residential","Natural Gas",2.5
2010,"louisiana","Residential","All",2.6
2010,"louisiana","Commercial","Coal",0
2010,"louisiana","Commercial","Petroleum Products",0.5
2010,"louisiana","Commercial","Natural Gas",1.5
2010,"louisiana","Commercial","All",1.9
2010,"louisiana","Industrial","Coal",0
2010,"louisiana","Industrial","Petroleum Products",83.7
2010,"louisiana","Industrial","Natural Gas",55.1
2010,"louisiana","Industrial","All",138.9
2010,"louisiana","Transportation","Coal",0
2010,"louisiana","Transportation","Petroleum Products",46.7
2010,"louisiana","Transportation","Natural Gas",2.5
2010,"louisiana","Transportation","All",49.3
2010,"louisiana","Electric Power","Coal",24.5
2010,"louisiana","Electric Power","Petroleum Products",3.3
2010,"louisiana","Electric Power","Natural Gas",14.7
2010,"louisiana","Electric Power","All",42.4
2010,"louisiana","All","Coal",24.5
2010,"louisiana","All","Petroleum Products",134.4
2010,"louisiana","All","Natural Gas",76.3
2010,"louisiana","All","All",235.2
2011,"louisiana","Residential","Coal",0
2011,"louisiana","Residential","Petroleum Products",0.2
2011,"louisiana","Residential","Natural Gas",2.1
2011,"louisiana","Residential","All",2.3
2011,"louisiana","Commercial","Coal",0
2011,"louisiana","Commercial","Petroleum Products",0.5
2011,"louisiana","Commercial","Natural Gas",1.4
2011,"louisiana","Commercial","All",1.9
2011,"louisiana","Industrial","Coal",0.1
2011,"louisiana","Industrial","Petroleum Products",81.1
2011,"louisiana","Industrial","Natural Gas",56.8
2011,"louisiana","Industrial","All",138
2011,"louisiana","Transportation","Coal",0
2011,"louisiana","Transportation","Petroleum Products",46.5
2011,"louisiana","Transportation","Natural Gas",2.8
2011,"louisiana","Transportation","All",49.3
2011,"louisiana","Electric Power","Coal",25.4
2011,"louisiana","Electric Power","Petroleum Products",4.9
2011,"louisiana","Electric Power","Natural Gas",15.9
2011,"louisiana","Electric Power","All",46.2
2011,"louisiana","All","Coal",25.5
2011,"louisiana","All","Petroleum Products",133.1
2011,"louisiana","All","Natural Gas",79
2011,"louisiana","All","All",237.7
2012,"louisiana","Residential","Coal",0
2012,"louisiana","Residential","Petroleum Products",0.1
2012,"louisiana","Residential","Natural Gas",1.7
2012,"louisiana","Residential","All",1.8
2012,"louisiana","Commercial","Coal",0
2012,"louisiana","Commercial","Petroleum Products",0.4
2012,"louisiana","Commercial","Natural Gas",1.4
2012,"louisiana","Commercial","All",1.9
2012,"louisiana","Industrial","Coal",0.2
2012,"louisiana","Industrial","Petroleum Products",75.1
2012,"louisiana","Industrial","Natural Gas",58.4
2012,"louisiana","Industrial","All",133.8
2012,"louisiana","Transportation","Coal",0
2012,"louisiana","Transportation","Petroleum Products",42.6
2012,"louisiana","Transportation","Natural Gas",2.6
2012,"louisiana","Transportation","All",45.3
2012,"louisiana","Electric Power","Coal",22.3
2012,"louisiana","Electric Power","Petroleum Products",3.2
2012,"louisiana","Electric Power","Natural Gas",17.4
2012,"louisiana","Electric Power","All",42.9
2012,"louisiana","All","Coal",22.6
2012,"louisiana","All","Petroleum Products",121.5
2012,"louisiana","All","Natural Gas",81.6
2012,"louisiana","All","All",225.7
2013,"louisiana","Residential","Coal",0
2013,"louisiana","Residential","Petroleum Products",0.1
2013,"louisiana","Residential","Natural Gas",2.1
2013,"louisiana","Residential","All",2.2
2013,"louisiana","Commercial","Coal",0
2013,"louisiana","Commercial","Petroleum Products",0.2
2013,"louisiana","Commercial","Natural Gas",1.6
2013,"louisiana","Commercial","All",1.8
2013,"louisiana","Industrial","Coal",0.2
2013,"louisiana","Industrial","Petroleum Products",70.6
2013,"louisiana","Industrial","Natural Gas",56.9
2013,"louisiana","Industrial","All",127.7
2013,"louisiana","Transportation","Coal",0
2013,"louisiana","Transportation","Petroleum Products",43.5
2013,"louisiana","Transportation","Natural Gas",2
2013,"louisiana","Transportation","All",45.5
2013,"louisiana","Electric Power","Coal",21.3
2013,"louisiana","Electric Power","Petroleum Products",5
2013,"louisiana","Electric Power","Natural Gas",14.5
2013,"louisiana","Electric Power","All",40.8
2013,"louisiana","All","Coal",21.5
2013,"louisiana","All","Petroleum Products",119.4
2013,"louisiana","All","Natural Gas",77
2013,"louisiana","All","All",217.9
2014,"louisiana","Residential","Coal",0
2014,"louisiana","Residential","Petroleum Products",0.1
2014,"louisiana","Residential","Natural Gas",2.4
2014,"louisiana","Residential","All",2.5
2014,"louisiana","Commercial","Coal",0
2014,"louisiana","Commercial","Petroleum Products",0.3
2014,"louisiana","Commercial","Natural Gas",1.7
2014,"louisiana","Commercial","All",2
2014,"louisiana","Industrial","Coal",0.3
2014,"louisiana","Industrial","Petroleum Products",71.3
2014,"louisiana","Industrial","Natural Gas",59.1
2014,"louisiana","Industrial","All",130.6
2014,"louisiana","Transportation","Coal",0
2014,"louisiana","Transportation","Petroleum Products",41.4
2014,"louisiana","Transportation","Natural Gas",2.5
2014,"louisiana","Transportation","All",43.9
2014,"louisiana","Electric Power","Coal",19.6
2014,"louisiana","Electric Power","Petroleum Products",5.2
2014,"louisiana","Electric Power","Natural Gas",14.5
2014,"louisiana","Electric Power","All",39.3
2014,"louisiana","All","Coal",19.8
2014,"louisiana","All","Petroleum Products",118.4
2014,"louisiana","All","Natural Gas",80.2
2014,"louisiana","All","All",218.4
1980,"maine","Residential","Coal",0
1980,"maine","Residential","Petroleum Products",2.9
1980,"maine","Residential","Natural Gas",0
1980,"maine","Residential","All",3
1980,"maine","Commercial","Coal",0
1980,"maine","Commercial","Petroleum Products",1.2
1980,"maine","Commercial","Natural Gas",0
1980,"maine","Commercial","All",1.3
1980,"maine","Industrial","Coal",0.2
1980,"maine","Industrial","Petroleum Products",2.5
1980,"maine","Industrial","Natural Gas",0
1980,"maine","Industrial","All",2.7
1980,"maine","Transportation","Coal",0
1980,"maine","Transportation","Petroleum Products",5.9
1980,"maine","Transportation","Natural Gas",0
1980,"maine","Transportation","All",5.9
1980,"maine","Electric Power","Coal",0
1980,"maine","Electric Power","Petroleum Products",1.8
1980,"maine","Electric Power","Natural Gas",0
1980,"maine","Electric Power","All",1.8
1980,"maine","All","Coal",0.3
1980,"maine","All","Petroleum Products",14.4
1980,"maine","All","Natural Gas",0.1
1980,"maine","All","All",14.8
1981,"maine","Residential","Coal",0
1981,"maine","Residential","Petroleum Products",2.4
1981,"maine","Residential","Natural Gas",0
1981,"maine","Residential","All",2.4
1981,"maine","Commercial","Coal",0.1
1981,"maine","Commercial","Petroleum Products",1
1981,"maine","Commercial","Natural Gas",0.1
1981,"maine","Commercial","All",1.1
1981,"maine","Industrial","Coal",0.2
1981,"maine","Industrial","Petroleum Products",3
1981,"maine","Industrial","Natural Gas",0
1981,"maine","Industrial","All",3.3
1981,"maine","Transportation","Coal",0
1981,"maine","Transportation","Petroleum Products",5.9
1981,"maine","Transportation","Natural Gas",0
1981,"maine","Transportation","All",5.9
1981,"maine","Electric Power","Coal",0
1981,"maine","Electric Power","Petroleum Products",1.9
1981,"maine","Electric Power","Natural Gas",0
1981,"maine","Electric Power","All",1.9
1981,"maine","All","Coal",0.3
1981,"maine","All","Petroleum Products",14.2
1981,"maine","All","Natural Gas",0.1
1981,"maine","All","All",14.6
1982,"maine","Residential","Coal",0
1982,"maine","Residential","Petroleum Products",2.3
1982,"maine","Residential","Natural Gas",0
1982,"maine","Residential","All",2.3
1982,"maine","Commercial","Coal",0.1
1982,"maine","Commercial","Petroleum Products",1
1982,"maine","Commercial","Natural Gas",0.1
1982,"maine","Commercial","All",1.2
1982,"maine","Industrial","Coal",0.5
1982,"maine","Industrial","Petroleum Products",6
1982,"maine","Industrial","Natural Gas",0
1982,"maine","Industrial","All",6.5
1982,"maine","Transportation","Coal",0
1982,"maine","Transportation","Petroleum Products",6.1
1982,"maine","Transportation","Natural Gas",0
1982,"maine","Transportation","All",6.1
1982,"maine","Electric Power","Coal",0
1982,"maine","Electric Power","Petroleum Products",1.6
1982,"maine","Electric Power","Natural Gas",0
1982,"maine","Electric Power","All",1.6
1982,"maine","All","Coal",0.6
1982,"maine","All","Petroleum Products",17
1982,"maine","All","Natural Gas",0.1
1982,"maine","All","All",17.8
1983,"maine","Residential","Coal",0
1983,"maine","Residential","Petroleum Products",1.6
1983,"maine","Residential","Natural Gas",0
1983,"maine","Residential","All",1.6
1983,"maine","Commercial","Coal",0.1
1983,"maine","Commercial","Petroleum Products",1.1
1983,"maine","Commercial","Natural Gas",0.1
1983,"maine","Commercial","All",1.2
1983,"maine","Industrial","Coal",0.5
1983,"maine","Industrial","Petroleum Products",2.4
1983,"maine","Industrial","Natural Gas",0
1983,"maine","Industrial","All",2.9
1983,"maine","Transportation","Coal",0
1983,"maine","Transportation","Petroleum Products",6
1983,"maine","Transportation","Natural Gas",0
1983,"maine","Transportation","All",6
1983,"maine","Electric Power","Coal",0
1983,"maine","Electric Power","Petroleum Products",1.7
1983,"maine","Electric Power","Natural Gas",0
1983,"maine","Electric Power","All",1.7
1983,"maine","All","Coal",0.6
1983,"maine","All","Petroleum Products",12.8
1983,"maine","All","Natural Gas",0.1
1983,"maine","All","All",13.5
1984,"maine","Residential","Coal",0
1984,"maine","Residential","Petroleum Products",2
1984,"maine","Residential","Natural Gas",0
1984,"maine","Residential","All",2.1
1984,"maine","Commercial","Coal",0.1
1984,"maine","Commercial","Petroleum Products",1.3
1984,"maine","Commercial","Natural Gas",0.1
1984,"maine","Commercial","All",1.5
1984,"maine","Industrial","Coal",0.3
1984,"maine","Industrial","Petroleum Products",3.3
1984,"maine","Industrial","Natural Gas",0
1984,"maine","Industrial","All",3.7
1984,"maine","Transportation","Coal",0
1984,"maine","Transportation","Petroleum Products",6.3
1984,"maine","Transportation","Natural Gas",0
1984,"maine","Transportation","All",6.3
1984,"maine","Electric Power","Coal",0
1984,"maine","Electric Power","Petroleum Products",1.8
1984,"maine","Electric Power","Natural Gas",0
1984,"maine","Electric Power","All",1.8
1984,"maine","All","Coal",0.5
1984,"maine","All","Petroleum Products",14.8
1984,"maine","All","Natural Gas",0.1
1984,"maine","All","All",15.4
1985,"maine","Residential","Coal",0
1985,"maine","Residential","Petroleum Products",2.7
1985,"maine","Residential","Natural Gas",0
1985,"maine","Residential","All",2.8
1985,"maine","Commercial","Coal",0.1
1985,"maine","Commercial","Petroleum Products",1.1
1985,"maine","Commercial","Natural Gas",0.1
1985,"maine","Commercial","All",1.3
1985,"maine","Industrial","Coal",0.4
1985,"maine","Industrial","Petroleum Products",2
1985,"maine","Industrial","Natural Gas",0
1985,"maine","Industrial","All",2.4
1985,"maine","Transportation","Coal",0
1985,"maine","Transportation","Petroleum Products",6.7
1985,"maine","Transportation","Natural Gas",0
1985,"maine","Transportation","All",6.7
1985,"maine","Electric Power","Coal",0
1985,"maine","Electric Power","Petroleum Products",1.7
1985,"maine","Electric Power","Natural Gas",0
1985,"maine","Electric Power","All",1.7
1985,"maine","All","Coal",0.5
1985,"maine","All","Petroleum Products",14.3
1985,"maine","All","Natural Gas",0.1
1985,"maine","All","All",14.9
1986,"maine","Residential","Coal",0
1986,"maine","Residential","Petroleum Products",3
1986,"maine","Residential","Natural Gas",0
1986,"maine","Residential","All",3.1
1986,"maine","Commercial","Coal",0.1
1986,"maine","Commercial","Petroleum Products",1.6
1986,"maine","Commercial","Natural Gas",0.1
1986,"maine","Commercial","All",1.8
1986,"maine","Industrial","Coal",0.7
1986,"maine","Industrial","Petroleum Products",3.9
1986,"maine","Industrial","Natural Gas",0
1986,"maine","Industrial","All",4.6
1986,"maine","Transportation","Coal",0
1986,"maine","Transportation","Petroleum Products",7.2
1986,"maine","Transportation","Natural Gas",0
1986,"maine","Transportation","All",7.2
1986,"maine","Electric Power","Coal",0
1986,"maine","Electric Power","Petroleum Products",2.2
1986,"maine","Electric Power","Natural Gas",0
1986,"maine","Electric Power","All",2.2
1986,"maine","All","Coal",0.9
1986,"maine","All","Petroleum Products",17.8
1986,"maine","All","Natural Gas",0.1
1986,"maine","All","All",18.8
1987,"maine","Residential","Coal",0
1987,"maine","Residential","Petroleum Products",3
1987,"maine","Residential","Natural Gas",0
1987,"maine","Residential","All",3.1
1987,"maine","Commercial","Coal",0.1
1987,"maine","Commercial","Petroleum Products",1.2
1987,"maine","Commercial","Natural Gas",0.1
1987,"maine","Commercial","All",1.4
1987,"maine","Industrial","Coal",0.5
1987,"maine","Industrial","Petroleum Products",2.7
1987,"maine","Industrial","Natural Gas",0
1987,"maine","Industrial","All",3.2
1987,"maine","Transportation","Coal",0
1987,"maine","Transportation","Petroleum Products",7.7
1987,"maine","Transportation","Natural Gas",0
1987,"maine","Transportation","All",7.7
1987,"maine","Electric Power","Coal",0
1987,"maine","Electric Power","Petroleum Products",2.2
1987,"maine","Electric Power","Natural Gas",0
1987,"maine","Electric Power","All",2.2
1987,"maine","All","Coal",0.6
1987,"maine","All","Petroleum Products",16.8
